dataset,split,budget,rep,features,probe,score,k,alpha,nonmonotone
synthetic,0,100,2,raw,linear,0.17264972515191612,4,0.25,True
synthetic,0,100,2,raw,xgb,0.34464947760836573,4,0.25,True
synthetic,0,100,2,pca,linear,0.0031902759846200723,4,0.25,True
synthetic,0,100,2,pca,xgb,-0.24396362218932532,4,0.25,True
synthetic,0,100,2,spectral-marginal,linear,0.004174843016077956,4,0.25,True
synthetic,0,100,2,spectral-marginal,xgb,-0.16631796713880487,4,0.25,True
synthetic,0,100,2,spectral-gibbs,linear,0.005891971564556453,4,0.25,True
synthetic,0,100,2,spectral-gibbs,xgb,-0.18205739777896346,4,0.25,True
synthetic,0,100,2,conditional,linear,0.019356380522671635,4,0.25,True
synthetic,0,100,2,conditional,xgb,-0.059553321490070754,4,0.25,True
synthetic,0,100,2,raw+pca,xgb,0.30074403100647795,4,0.25,True
synthetic,0,100,2,raw+spectral-gibbs,xgb,0.3192981766047437,4,0.25,True
synthetic,0,100,2,raw+conditional,xgb,0.26944929713901855,4,0.25,True
synthetic,0,100,3,raw,linear,0.23614340561529612,4,0.25,True
synthetic,0,100,3,raw,xgb,0.3631766891454402,4,0.25,True
synthetic,0,100,3,pca,linear,0.001947991081404865,4,0.25,True
synthetic,0,100,3,pca,xgb,-0.24587183447939198,4,0.25,True
synthetic,0,100,3,spectral-marginal,linear,0.0020859889913898977,4,0.25,True
synthetic,0,100,3,spectral-marginal,xgb,-0.2014463420901491,4,0.25,True
synthetic,0,100,3,spectral-gibbs,linear,0.002339046503412656,4,0.25,True
synthetic,0,100,3,spectral-gibbs,xgb,-0.2701584296999997,4,0.25,True
synthetic,0,100,3,conditional,linear,0.010936778150797521,4,0.25,True
synthetic,0,100,3,conditional,xgb,-0.09653757268654717,4,0.25,True
synthetic,0,100,3,raw+pca,xgb,0.3589711410448142,4,0.25,True
synthetic,0,100,3,raw+spectral-gibbs,xgb,0.3693699021406498,4,0.25,True
synthetic,0,100,3,raw+conditional,xgb,0.3310755799559906,4,0.25,True
synthetic,0,100,4,raw,linear,0.29079650274384494,4,0.25,True
synthetic,0,100,4,raw,xgb,0.33816773422118307,4,0.25,True
synthetic,0,100,4,pca,linear,0.007409660247658767,4,0.25,True
synthetic,0,100,4,pca,xgb,-0.22689015217182118,4,0.25,True
synthetic,0,100,4,spectral-marginal,linear,0.009798806958036699,4,0.25,True
synthetic,0,100,4,spectral-marginal,xgb,-0.20904684032552523,4,0.25,True
synthetic,0,100,4,spectral-gibbs,linear,0.013035968084893157,4,0.25,True
synthetic,0,100,4,spectral-gibbs,xgb,-0.21405256011016793,4,0.25,True
synthetic,0,100,4,conditional,linear,0.026702324335140082,4,0.25,True
synthetic,0,100,4,conditional,xgb,-0.07841443985885044,4,0.25,True
synthetic,0,100,4,raw+pca,xgb,0.32276210267043426,4,0.25,True
synthetic,0,100,4,raw+spectral-gibbs,xgb,0.3168903043315898,4,0.25,True
synthetic,0,100,4,raw+conditional,xgb,0.32900464229157345,4,0.25,True
synthetic,0,250,0,raw,linear,0.32876492523433665,4,0.25,True
synthetic,0,250,0,raw,xgb,0.46889136689594646,4,0.25,True
synthetic,0,250,0,pca,linear,0.0008958478990748198,4,0.25,True
synthetic,0,250,0,pca,xgb,-0.16784084114118336,4,0.25,True
synthetic,0,250,0,spectral-marginal,linear,0.01014443761504813,4,0.25,True
synthetic,0,250,0,spectral-marginal,xgb,-0.11351351466893278,4,0.25,True
synthetic,0,250,0,spectral-gibbs,linear,0.014112340672859824,4,0.25,True
synthetic,0,250,0,spectral-gibbs,xgb,-0.09007103108666903,4,0.25,True
synthetic,0,250,0,conditional,linear,0.02135666036500583,4,0.25,True
synthetic,0,250,0,conditional,xgb,-0.04318998334314417,4,0.25,True
synthetic,0,250,0,raw+pca,xgb,0.4674932965385392,4,0.25,True
synthetic,0,250,0,raw+spectral-gibbs,xgb,0.490577151094831,4,0.25,True
synthetic,0,250,0,raw+conditional,xgb,0.4895492027154039,4,0.25,True
synthetic,0,250,1,raw,linear,0.32850079176537383,4,0.25,True
synthetic,0,250,1,raw,xgb,0.4863342857581371,4,0.25,True
synthetic,0,250,1,pca,linear,0.0026489776128489906,4,0.25,True
synthetic,0,250,1,pca,xgb,-0.09535404338512699,4,0.25,True
synthetic,0,250,1,spectral-marginal,linear,0.006230008178563229,4,0.25,True
synthetic,0,250,1,spectral-marginal,xgb,-0.10789392114546725,4,0.25,True
synthetic,0,250,1,spectral-gibbs,linear,0.009366562875253948,4,0.25,True
synthetic,0,250,1,spectral-gibbs,xgb,-0.11566404950392295,4,0.25,True
synthetic,0,250,1,conditional,linear,0.025204976905452203,4,0.25,True
synthetic,0,250,1,conditional,xgb,-0.028159170941220113,4,0.25,True
synthetic,0,250,1,raw+pca,xgb,0.5071710546925268,4,0.25,True
synthetic,0,250,1,raw+spectral-gibbs,xgb,0.5210295139824683,4,0.25,True
synthetic,0,250,1,raw+conditional,xgb,0.4636926063207325,4,0.25,True
synthetic,0,250,2,raw,linear,0.3395758645153021,4,0.25,True
synthetic,0,250,2,raw,xgb,0.4871260067153035,4,0.25,True
synthetic,0,250,2,pca,linear,-0.005037873124273506,4,0.25,True
synthetic,0,250,2,pca,xgb,-0.0943195687609828,4,0.25,True
synthetic,0,250,2,spectral-marginal,linear,-0.002829566064933342,4,0.25,True
synthetic,0,250,2,spectral-marginal,xgb,-0.11176138412661007,4,0.25,True
synthetic,0,250,2,spectral-gibbs,linear,-0.001701344553379558,4,0.25,True
synthetic,0,250,2,spectral-gibbs,xgb,-0.1395688378162907,4,0.25,True
synthetic,0,250,2,conditional,linear,0.017702586226601813,4,0.25,True
synthetic,0,250,2,conditional,xgb,-0.0715803690176231,4,0.25,True
synthetic,0,250,2,raw+pca,xgb,0.5317939647171743,4,0.25,True
synthetic,0,250,2,raw+spectral-gibbs,xgb,0.523279182684288,4,0.25,True
synthetic,0,250,2,raw+conditional,xgb,0.47909471960612915,4,0.25,True
synthetic,0,250,3,raw,linear,0.31147857612262064,4,0.25,True
synthetic,0,250,3,raw,xgb,0.4724008911194565,4,0.25,True
synthetic,0,250,3,pca,linear,0.005403600138818354,4,0.25,True
synthetic,0,250,3,pca,xgb,-0.10458575223644173,4,0.25,True
synthetic,0,250,3,spectral-marginal,linear,0.0044070941507732275,4,0.25,True
synthetic,0,250,3,spectral-marginal,xgb,-0.12487614140043224,4,0.25,True
synthetic,0,250,3,spectral-gibbs,linear,0.008021809818315795,4,0.25,True
synthetic,0,250,3,spectral-gibbs,xgb,-0.0983092544235038,4,0.25,True
synthetic,0,250,3,conditional,linear,0.044727717622457974,4,0.25,True
synthetic,0,250,3,conditional,xgb,-0.06390843367110133,4,0.25,True
synthetic,0,250,3,raw+pca,xgb,0.4779517870518992,4,0.25,True
synthetic,0,250,3,raw+spectral-gibbs,xgb,0.48445965351519593,4,0.25,True
synthetic,0,250,3,raw+conditional,xgb,0.4464719394139903,4,0.25,True
synthetic,0,250,4,raw,linear,0.37126313258940424,4,0.25,True
synthetic,0,250,4,raw,xgb,0.4680235726217544,4,0.25,True
synthetic,0,250,4,pca,linear,0.013830980534836668,4,0.25,True
synthetic,0,250,4,pca,xgb,-0.10601173292391297,4,0.25,True
synthetic,0,250,4,spectral-marginal,linear,0.02245295782760892,4,0.25,True
synthetic,0,250,4,spectral-marginal,xgb,-0.10418584650429197,4,0.25,True
synthetic,0,250,4,spectral-gibbs,linear,0.025738533698386412,4,0.25,True
synthetic,0,250,4,spectral-gibbs,xgb,-0.11734461900250359,4,0.25,True
synthetic,0,250,4,conditional,linear,0.03608634360730478,4,0.25,True
synthetic,0,250,4,conditional,xgb,-0.07815320966417283,4,0.25,True
synthetic,0,250,4,raw+pca,xgb,0.49014246582508225,4,0.25,True
synthetic,0,250,4,raw+spectral-gibbs,xgb,0.47633324225750684,4,0.25,True
synthetic,0,250,4,raw+conditional,xgb,0.4581359370814936,4,0.25,True
synthetic,0,1000,0,raw,linear,0.39129334167970686,4,0.25,True
synthetic,0,1000,0,raw,xgb,0.6390998995343027,4,0.25,True
synthetic,0,1000,0,pca,linear,0.013371123372043825,4,0.25,True
synthetic,0,1000,0,pca,xgb,-0.022820937662136664,4,0.25,True
synthetic,0,1000,0,spectral-marginal,linear,0.023096586472158398,4,0.25,True
synthetic,0,1000,0,spectral-marginal,xgb,0.0026183480085297806,4,0.25,True
synthetic,0,1000,0,spectral-gibbs,linear,0.026701131081913076,4,0.25,True
synthetic,0,1000,0,spectral-gibbs,xgb,-0.015743624647462706,4,0.25,True
synthetic,0,1000,0,conditional,linear,0.07439339847230819,4,0.25,True
synthetic,0,1000,0,conditional,xgb,0.03359097708437875,4,0.25,True
synthetic,0,1000,0,raw+pca,xgb,0.6291565162330719,4,0.25,True
synthetic,0,1000,0,raw+spectral-gibbs,xgb,0.6472032155389014,4,0.25,True
synthetic,0,1000,0,raw+conditional,xgb,0.6269956897562291,4,0.25,True
synthetic,0,1000,1,raw,linear,0.40273103496556906,4,0.25,True
synthetic,0,1000,1,raw,xgb,0.6289755043635892,4,0.25,True
synthetic,0,1000,1,pca,linear,0.012207062847710226,4,0.25,True
synthetic,0,1000,1,pca,xgb,0.004339285276665161,4,0.25,True
synthetic,0,1000,1,spectral-marginal,linear,0.018869970905348588,4,0.25,True
synthetic,0,1000,1,spectral-marginal,xgb,0.004258587401793856,4,0.25,True
synthetic,0,1000,1,spectral-gibbs,linear,0.0218025842977273,4,0.25,True
synthetic,0,1000,1,spectral-gibbs,xgb,-0.0022058353260194785,4,0.25,True
synthetic,0,1000,1,conditional,linear,0.06383870872887476,4,0.25,True
synthetic,0,1000,1,conditional,xgb,0.040850457167185605,4,0.25,True
synthetic,0,1000,1,raw+pca,xgb,0.6254745961435879,4,0.25,True
synthetic,0,1000,1,raw+spectral-gibbs,xgb,0.6169003691885335,4,0.25,True
synthetic,0,1000,1,raw+conditional,xgb,0.627587505516191,4,0.25,True
synthetic,0,1000,2,raw,linear,0.4018052055812281,4,0.25,True
synthetic,0,1000,2,raw,xgb,0.6645440532838667,4,0.25,True
synthetic,0,1000,2,pca,linear,0.014363622613766558,4,0.25,True
synthetic,0,1000,2,pca,xgb,-0.03155706313954565,4,0.25,True
synthetic,0,1000,2,spectral-marginal,linear,0.02406102611418437,4,0.25,True
synthetic,0,1000,2,spectral-marginal,xgb,-0.020248737468490985,4,0.25,True
synthetic,0,1000,2,spectral-gibbs,linear,0.02766613344261515,4,0.25,True
synthetic,0,1000,2,spectral-gibbs,xgb,-0.021041949783638714,4,0.25,True
synthetic,0,1000,2,conditional,linear,0.0549165565068479,4,0.25,True
synthetic,0,1000,2,conditional,xgb,0.02616178579984385,4,0.25,True
synthetic,0,1000,2,raw+pca,xgb,0.6606675105901092,4,0.25,True
synthetic,0,1000,2,raw+spectral-gibbs,xgb,0.6852953785008971,4,0.25,True
synthetic,0,1000,2,raw+conditional,xgb,0.643046992104479,4,0.25,True
synthetic,0,1000,3,raw,linear,0.3941239677032269,4,0.25,True
synthetic,0,1000,3,raw,xgb,0.6284029958755972,4,0.25,True
synthetic,0,1000,3,pca,linear,0.011743015761066511,4,0.25,True
synthetic,0,1000,3,pca,xgb,-0.018315181913095113,4,0.25,True
synthetic,0,1000,3,spectral-marginal,linear,0.019470187809685346,4,0.25,True
synthetic,0,1000,3,spectral-marginal,xgb,-0.0012585741150989982,4,0.25,True
synthetic,0,1000,3,spectral-gibbs,linear,0.022190715904627067,4,0.25,True
synthetic,0,1000,3,spectral-gibbs,xgb,-0.004337447788799409,4,0.25,True
synthetic,0,1000,3,conditional,linear,0.0473066320929193,4,0.25,True
synthetic,0,1000,3,conditional,xgb,0.02127898791549987,4,0.25,True
synthetic,0,1000,3,raw+pca,xgb,0.6320758495890428,4,0.25,True
synthetic,0,1000,3,raw+spectral-gibbs,xgb,0.6382136534320226,4,0.25,True
synthetic,0,1000,3,raw+conditional,xgb,0.6165689112520751,4,0.25,True
synthetic,0,1000,4,raw,linear,0.3959325610403891,4,0.25,True
synthetic,0,1000,4,raw,xgb,0.6609159946085722,4,0.25,True
synthetic,0,1000,4,pca,linear,0.010081819292828698,4,0.25,True
synthetic,0,1000,4,pca,xgb,-0.030300419613126905,4,0.25,True
synthetic,0,1000,4,spectral-marginal,linear,0.018313803372997706,4,0.25,True
synthetic,0,1000,4,spectral-marginal,xgb,-0.008716756392390002,4,0.25,True
synthetic,0,1000,4,spectral-gibbs,linear,0.021402072129803273,4,0.25,True
synthetic,0,1000,4,spectral-gibbs,xgb,-0.017044755395091427,4,0.25,True
synthetic,0,1000,4,conditional,linear,0.06522094037646431,4,0.25,True
synthetic,0,1000,4,conditional,xgb,0.016132038206826405,4,0.25,True
synthetic,0,1000,4,raw+pca,xgb,0.6341564729110358,4,0.25,True
synthetic,0,1000,4,raw+spectral-gibbs,xgb,0.6499077976853288,4,0.25,True
synthetic,0,1000,4,raw+conditional,xgb,0.5964279848087939,4,0.25,True
synthetic,1,50,0,raw,linear,0.2501760726816862,4,0.25,True
synthetic,1,50,0,raw,xgb,0.26004014727044533,4,0.25,True
synthetic,1,50,0,pca,linear,-0.0920055293240607,4,0.25,True
synthetic,1,50,0,pca,xgb,-0.40374844857821945,4,0.25,True
synthetic,1,50,0,spectral-marginal,linear,-0.09631737476490643,4,0.25,True
synthetic,1,50,0,spectral-marginal,xgb,-0.37416898437500756,4,0.25,True
synthetic,1,50,0,spectral-gibbs,linear,-0.09428377886056616,4,0.25,True
synthetic,1,50,0,spectral-gibbs,xgb,-0.3383583940795525,4,0.25,True
synthetic,1,50,0,conditional,linear,-0.02554341580231556,4,0.25,True
synthetic,1,50,0,conditional,xgb,-0.2222270844369587,4,0.25,True
synthetic,1,50,0,raw+pca,xgb,0.24071875698850143,4,0.25,True
synthetic,1,50,0,raw+spectral-gibbs,xgb,0.25005107878378285,4,0.25,True
synthetic,1,50,0,raw+conditional,xgb,0.27016864898819026,4,0.25,True
synthetic,1,50,1,raw,linear,-0.0712638235920322,4,0.25,True
synthetic,1,50,1,raw,xgb,0.3177929723455639,4,0.25,True
synthetic,1,50,1,pca,linear,-0.007731405140336989,4,0.25,True
synthetic,1,50,1,pca,xgb,-0.23202131900536282,4,0.25,True
synthetic,1,50,1,spectral-marginal,linear,-0.006890625262059524,4,0.25,True
synthetic,1,50,1,spectral-marginal,xgb,-0.23511533934957485,4,0.25,True
synthetic,1,50,1,spectral-gibbs,linear,-0.010138449366528857,4,0.25,True
synthetic,1,50,1,spectral-gibbs,xgb,-0.2942464035508514,4,0.25,True
synthetic,1,50,1,conditional,linear,-0.007361621146884101,4,0.25,True
synthetic,1,50,1,conditional,xgb,-0.14783737236035766,4,0.25,True
synthetic,1,50,1,raw+pca,xgb,0.3143920316358122,4,0.25,True
synthetic,1,50,1,raw+spectral-gibbs,xgb,0.3333678769661008,4,0.25,True
synthetic,1,50,1,raw+conditional,xgb,0.27122210481729314,4,0.25,True
synthetic,1,50,2,raw,linear,0.13993669218515192,4,0.25,True
synthetic,1,50,2,raw,xgb,0.2144809079979959,4,0.25,True
synthetic,1,50,2,pca,linear,-0.1010954202402472,4,0.25,True
synthetic,1,50,2,pca,xgb,-0.3482999579408905,4,0.25,True
synthetic,1,50,2,spectral-marginal,linear,-0.10219116493757574,4,0.25,True
synthetic,1,50,2,spectral-marginal,xgb,-0.28265956120001423,4,0.25,True
synthetic,1,50,2,spectral-gibbs,linear,-0.1077616441445739,4,0.25,True
synthetic,1,50,2,spectral-gibbs,xgb,-0.2935383942002785,4,0.25,True
synthetic,1,50,2,conditional,linear,-0.09596082839721776,4,0.25,True
synthetic,1,50,2,conditional,xgb,-0.24467702643292566,4,0.25,True
synthetic,1,50,2,raw+pca,xgb,0.22501145984381132,4,0.25,True
synthetic,1,50,2,raw+spectral-gibbs,xgb,0.21460247525380283,4,0.25,True
synthetic,1,50,2,raw+conditional,xgb,0.16075530544238714,4,0.25,True
synthetic,1,50,3,raw,linear,0.1324182499147568,4,0.25,True
synthetic,1,50,3,raw,xgb,0.25850076290880253,4,0.25,True
synthetic,1,50,3,pca,linear,-0.13636885204482319,4,0.25,True
synthetic,1,50,3,pca,xgb,-0.4671513689819209,4,0.25,True
synthetic,1,50,3,spectral-marginal,linear,-0.11896866484388635,4,0.25,True
synthetic,1,50,3,spectral-marginal,xgb,-0.47214876617373647,4,0.25,True
synthetic,1,50,3,spectral-gibbs,linear,-0.03977312319600035,4,0.25,True
synthetic,1,50,3,spectral-gibbs,xgb,-0.43755738443810843,4,0.25,True
synthetic,1,50,3,conditional,linear,-0.03822996300448733,4,0.25,True
synthetic,1,50,3,conditional,xgb,-0.3338002961991071,4,0.25,True
synthetic,1,50,3,raw+pca,xgb,0.28321983246383187,4,0.25,True
synthetic,1,50,3,raw+spectral-gibbs,xgb,0.26867206129605414,4,0.25,True
synthetic,1,50,3,raw+conditional,xgb,0.2007239000820661,4,0.25,True
synthetic,1,50,4,raw,linear,0.2456017380511335,4,0.25,True
synthetic,1,50,4,raw,xgb,0.27457616759083503,4,0.25,True
synthetic,1,50,4,pca,linear,-0.026243082308079257,4,0.25,True
synthetic,1,50,4,pca,xgb,-0.4429157927970806,4,0.25,True
synthetic,1,50,4,spectral-marginal,linear,-0.02655712858246395,4,0.25,True
synthetic,1,50,4,spectral-marginal,xgb,-0.44590910305647924,4,0.25,True
synthetic,1,50,4,spectral-gibbs,linear,-0.026372865454361127,4,0.25,True
synthetic,1,50,4,spectral-gibbs,xgb,-0.4398400212886471,4,0.25,True
synthetic,1,50,4,conditional,linear,0.001947179632410756,4,0.25,True
synthetic,1,50,4,conditional,xgb,-0.2944905490012557,4,0.25,True
synthetic,1,50,4,raw+pca,xgb,0.26560839747220066,4,0.25,True
synthetic,1,50,4,raw+spectral-gibbs,xgb,0.2560756462157042,4,0.25,True
synthetic,1,50,4,raw+conditional,xgb,0.18434530863687992,4,0.25,True
synthetic,1,100,0,raw,linear,0.31723299473861855,4,0.25,True
synthetic,1,100,0,raw,xgb,0.4388005118727272,4,0.25,True
synthetic,1,100,0,pca,linear,-0.021096672650201542,4,0.25,True
synthetic,1,100,0,pca,xgb,-0.2322683781804915,4,0.25,True
synthetic,1,100,0,spectral-marginal,linear,-0.0231590389297891,4,0.25,True
synthetic,1,100,0,spectral-marginal,xgb,-0.2371703014739679,4,0.25,True
synthetic,1,100,0,spectral-gibbs,linear,0.0036666052330686094,4,0.25,True
synthetic,1,100,0,spectral-gibbs,xgb,-0.21948608705685113,4,0.25,True
synthetic,1,100,0,conditional,linear,0.009564722112858526,4,0.25,True
synthetic,1,100,0,conditional,xgb,-0.16580362121977887,4,0.25,True
synthetic,1,100,0,raw+pca,xgb,0.44159808129102207,4,0.25,True
synthetic,1,100,0,raw+spectral-gibbs,xgb,0.4422725400307862,4,0.25,True
synthetic,1,100,0,raw+conditional,xgb,0.33086159765986134,4,0.25,True
synthetic,1,100,1,raw,linear,0.2840869565386642,4,0.25,True
synthetic,1,100,1,raw,xgb,0.3739209404224655,4,0.25,True
synthetic,1,100,1,pca,linear,0.00030372784148890997,4,0.25,True
synthetic,1,100,1,pca,xgb,-0.14228684470051167,4,0.25,True
synthetic,1,100,1,spectral-marginal,linear,0.00026288033692245527,4,0.25,True
synthetic,1,100,1,spectral-marginal,xgb,-0.21579192218582421,4,0.25,True
synthetic,1,100,1,spectral-gibbs,linear,0.0005925919769669274,4,0.25,True
synthetic,1,100,1,spectral-gibbs,xgb,-0.1782186129924479,4,0.25,True
synthetic,1,100,1,conditional,linear,0.01167238961464101,4,0.25,True
synthetic,1,100,1,conditional,xgb,-0.09010968548981291,4,0.25,True
synthetic,1,100,1,raw+pca,xgb,0.3709944558796099,4,0.25,True
synthetic,1,100,1,raw+spectral-gibbs,xgb,0.3723589352995009,4,0.25,True
synthetic,1,100,1,raw+conditional,xgb,0.3534364949028167,4,0.25,True
synthetic,1,100,2,raw,linear,0.3008403161818113,4,0.25,True
synthetic,1,100,2,raw,xgb,0.3957698663360619,4,0.25,True
synthetic,1,100,2,pca,linear,0.012534063372572346,4,0.25,True
synthetic,1,100,2,pca,xgb,-0.1527866097436279,4,0.25,True
synthetic,1,100,2,spectral-marginal,linear,0.012804385411855024,4,0.25,True
synthetic,1,100,2,spectral-marginal,xgb,-0.16377308992868667,4,0.25,True
synthetic,1,100,2,spectral-gibbs,linear,0.019185049676266996,4,0.25,True
synthetic,1,100,2,spectral-gibbs,xgb,-0.17650243803278354,4,0.25,True
synthetic,1,100,2,conditional,linear,0.021553646050425646,4,0.25,True
synthetic,1,100,2,conditional,xgb,-0.13378650176694706,4,0.25,True
synthetic,1,100,2,raw+pca,xgb,0.39612940312047096,4,0.25,True
synthetic,1,100,2,raw+spectral-gibbs,xgb,0.3932193782302774,4,0.25,True
synthetic,1,100,2,raw+conditional,xgb,0.3680930914850391,4,0.25,True
synthetic,1,100,3,raw,linear,0.33458654811990973,4,0.25,True
synthetic,1,100,3,raw,xgb,0.39461351049674465,4,0.25,True
synthetic,1,100,3,pca,linear,-0.0012652310918095377,4,0.25,True
synthetic,1,100,3,pca,xgb,-0.17683286378050433,4,0.25,True
synthetic,1,100,3,spectral-marginal,linear,-0.0008870741345554656,4,0.25,True
synthetic,1,100,3,spectral-marginal,xgb,-0.20734788211908017,4,0.25,True
synthetic,1,100,3,spectral-gibbs,linear,-0.0007533668753840761,4,0.25,True
synthetic,1,100,3,spectral-gibbs,xgb,-0.20514310600586816,4,0.25,True
synthetic,1,100,3,conditional,linear,0.015880354650603445,4,0.25,True
synthetic,1,100,3,conditional,xgb,-0.14441436873880087,4,0.25,True
synthetic,1,100,3,raw+pca,xgb,0.40763916822436486,4,0.25,True
synthetic,1,100,3,raw+spectral-gibbs,xgb,0.41750638240386795,4,0.25,True
synthetic,1,100,3,raw+conditional,xgb,0.38938458973830525,4,0.25,True
synthetic,1,100,4,raw,linear,0.11561303508646792,4,0.25,True
synthetic,1,100,4,raw,xgb,0.32613941549940184,4,0.25,True
synthetic,1,100,4,pca,linear,0.010412781090774814,4,0.25,True
synthetic,1,100,4,pca,xgb,-0.12710587540322216,4,0.25,True
synthetic,1,100,4,spectral-marginal,linear,0.008463843554073258,4,0.25,True
synthetic,1,100,4,spectral-marginal,xgb,-0.14670881682243064,4,0.25,True
synthetic,1,100,4,spectral-gibbs,linear,0.008086951450590796,4,0.25,True
synthetic,1,100,4,spectral-gibbs,xgb,-0.13972554482895538,4,0.25,True
synthetic,1,100,4,conditional,linear,0.018726545998445254,4,0.25,True
synthetic,1,100,4,conditional,xgb,-0.09925385493855687,4,0.25,True
synthetic,1,100,4,raw+pca,xgb,0.3536203452602431,4,0.25,True
synthetic,1,100,4,raw+spectral-gibbs,xgb,0.33742125114909827,4,0.25,True
synthetic,1,100,4,raw+conditional,xgb,0.2522528218652136,4,0.25,True
synthetic,1,250,0,raw,linear,0.39151509451381106,4,0.25,True
synthetic,1,250,0,raw,xgb,0.5602132812456853,4,0.25,True
synthetic,1,250,0,pca,linear,0.016681269504170926,4,0.25,True
synthetic,1,250,0,pca,xgb,-0.11870113897437418,4,0.25,True
synthetic,1,250,0,spectral-marginal,linear,0.015019866028963325,4,0.25,True
synthetic,1,250,0,spectral-marginal,xgb,-0.12706147284318714,4,0.25,True
synthetic,1,250,0,spectral-gibbs,linear,0.01527695978685295,4,0.25,True
synthetic,1,250,0,spectral-gibbs,xgb,-0.11716744884121755,4,0.25,True
synthetic,1,250,0,conditional,linear,0.04447652089789067,4,0.25,True
synthetic,1,250,0,conditional,xgb,-0.07926436483377541,4,0.25,True
synthetic,1,250,0,raw+pca,xgb,0.5283414698266635,4,0.25,True
synthetic,1,250,0,raw+spectral-gibbs,xgb,0.5374250241181363,4,0.25,True
synthetic,1,250,0,raw+conditional,xgb,0.4985300302252662,4,0.25,True
synthetic,1,250,1,raw,linear,0.3719861253626423,4,0.25,True
synthetic,1,250,1,raw,xgb,0.5673670515682973,4,0.25,True
synthetic,1,250,1,pca,linear,0.017603518246549488,4,0.25,True
synthetic,1,250,1,pca,xgb,-0.14970882019692744,4,0.25,True
synthetic,1,250,1,spectral-marginal,linear,0.018729594347566603,4,0.25,True
synthetic,1,250,1,spectral-marginal,xgb,-0.10573447539425596,4,0.25,True
synthetic,1,250,1,spectral-gibbs,linear,0.01913344637698322,4,0.25,True
synthetic,1,250,1,spectral-gibbs,xgb,-0.10742382490889524,4,0.25,True
synthetic,1,250,1,conditional,linear,0.02115639638532174,4,0.25,True
synthetic,1,250,1,conditional,xgb,-0.1064953662888759,4,0.25,True
synthetic,1,250,1,raw+pca,xgb,0.5636484760340426,4,0.25,True
synthetic,1,250,1,raw+spectral-gibbs,xgb,0.5571590102823638,4,0.25,True
synthetic,1,250,1,raw+conditional,xgb,0.518213523262214,4,0.25,True
synthetic,1,250,2,raw,linear,0.4013450395314424,4,0.25,True
synthetic,1,250,2,raw,xgb,0.5317952555693487,4,0.25,True
synthetic,1,250,2,pca,linear,0.01988971916610327,4,0.25,True
synthetic,1,250,2,pca,xgb,-0.11720696912906003,4,0.25,True
synthetic,1,250,2,spectral-marginal,linear,0.01915400024076519,4,0.25,True
synthetic,1,250,2,spectral-marginal,xgb,-0.09653455046348869,4,0.25,True
synthetic,1,250,2,spectral-gibbs,linear,0.018985191959401182,4,0.25,True
synthetic,1,250,2,spectral-gibbs,xgb,-0.07654602705989677,4,0.25,True
synthetic,1,250,2,conditional,linear,0.0426465541085258,4,0.25,True
synthetic,1,250,2,conditional,xgb,-0.05336402253461858,4,0.25,True
synthetic,1,250,2,raw+pca,xgb,0.5558598146008339,4,0.25,True
synthetic,1,250,2,raw+spectral-gibbs,xgb,0.5628443237809968,4,0.25,True
synthetic,1,250,2,raw+conditional,xgb,0.511540463960779,4,0.25,True
synthetic,1,250,3,raw,linear,0.383187405619816,4,0.25,True
synthetic,1,250,3,raw,xgb,0.5077650434200817,4,0.25,True
synthetic,1,250,3,pca,linear,0.003927310516212312,4,0.25,True
synthetic,1,250,3,pca,xgb,-0.15214743397238695,4,0.25,True
synthetic,1,250,3,spectral-marginal,linear,0.00275454464338476,4,0.25,True
synthetic,1,250,3,spectral-marginal,xgb,-0.11163294633079901,4,0.25,True
synthetic,1,250,3,spectral-gibbs,linear,0.0033913524160817943,4,0.25,True
synthetic,1,250,3,spectral-gibbs,xgb,-0.12049861915750748,4,0.25,True
synthetic,1,250,3,conditional,linear,0.019919659649856314,4,0.25,True
synthetic,1,250,3,conditional,xgb,-0.019595445450897975,4,0.25,True
synthetic,1,250,3,raw+pca,xgb,0.5142255884117131,4,0.25,True
synthetic,1,250,3,raw+spectral-gibbs,xgb,0.5138156113694121,4,0.25,True
synthetic,1,250,3,raw+conditional,xgb,0.5084782335142306,4,0.25,True
synthetic,1,250,4,raw,linear,0.39877619319915336,4,0.25,True
synthetic,1,250,4,raw,xgb,0.5534312067766057,4,0.25,True
synthetic,1,250,4,pca,linear,-0.009538795221791796,4,0.25,True
synthetic,1,250,4,pca,xgb,-0.1598763170653259,4,0.25,True
synthetic,1,250,4,spectral-marginal,linear,-0.010639935984906979,4,0.25,True
synthetic,1,250,4,spectral-marginal,xgb,-0.16443831600351566,4,0.25,True
synthetic,1,250,4,spectral-gibbs,linear,-0.00800314505167199,4,0.25,True
synthetic,1,250,4,spectral-gibbs,xgb,-0.1251226962048848,4,0.25,True
synthetic,1,250,4,conditional,linear,0.028568604624188643,4,0.25,True
synthetic,1,250,4,conditional,xgb,-0.031433026010748044,4,0.25,True
synthetic,1,250,4,raw+pca,xgb,0.531349616080224,4,0.25,True
synthetic,1,250,4,raw+spectral-gibbs,xgb,0.5266026225102106,4,0.25,True
synthetic,1,250,4,raw+conditional,xgb,0.4977254290457066,4,0.25,True
synthetic,1,1000,0,raw,linear,0.44516956874423075,4,0.25,True
